FighterGrade,BodyKicksAbsorbed,ClinchStrikeHiMake,ClinchStrikeHiMiss,ClinchStrikeLoMake,ClinchStrikeLoMiss,DoubleLegDefends,DoubleLegTakedownAttempts,DoubleLegTakedownFail,DoubleLegTakedownSuccess,GroundStrikeHiMake,GroundStrikeHiMiss,GroundStrikeLoMake,GroundStrikeLoMiss,HeadKicksAbsorbed,HooksAbsorbed,JabsAbsorbed,LeftBodyKickMake,LeftBodyKickMiss,LeftHighKickMake,LeftHighKickMiss,LeftHookHiMake,LeftHookHiMiss,LeftHookLoMake,LeftHookLoMiss,LeftJabHiMake,LeftJabHiMiss,LeftJabLoMake,LeftJabLoMiss,LeftLegKickMake,LeftLegKickMiss,LeftOverhandMake,LeftOverhandMiss,LeftStraightHiMake,LeftStraightHiMiss,LeftStraightLoMake,LeftStraightLoMiss,LeftUppercutHiMake,LeftUppercutHiMiss,LeftUppercutLoMake,LeftUppercutLoMiss,LegKicksAbsorbed,NumberOfKnockDowns,NumberOfStuns,OverhandsAbsorbed,RightBodyKickMake,RightBodyKickMiss,RightHighKickMake,RightHighKickMiss,RightHookHiMake,RightHookHiMiss,RightHookLoMake,RightHookLoMiss,RightJabHiMake,RightJabHiMiss,RightJabLoMake,RightJabLoMiss,RightLegKickMake,RightLegKickMiss,RightOverhandMake,RightOverhandMiss,RightStraightHiMake,RightStraightHiMiss,RightStraightLoMake,RightStraightLoMiss,RightUppercutHiMake,RightUppercutHiMiss,RightUppercutLoMake,RightUppercutLoMiss,SingleLegDefends,SingleLegTakedownAttempts,SingleLegTakedownFail,SingleLegTakedownSuccess,StraightsAbsorbed,SubAttempts,TimesDoubleLegged,TimesKnockedDown,TimesSingleLegged,TimesStunned,TotalBodyKicksMade,TotalBodyKicksMissed,TotalBodyKicksThrown,TotalClinchStrikesMade,TotalClinchStrikesMissed,TotalClinchStrikesThrown,TotalElbowsMade,TotalElbowsMissed,TotalElbowsThrown,TotalGroundStrikesMade,TotalGroundStrikesMissed,TotalGroundStrikesThrown,TotalHighKicksMade,TotalHighKicksMissed,TotalHighKicksThrown,TotalHooksMade,TotalHooksMissed,TotalHooksThrown,TotalJabsMade,TotalJabsMissed,TotalJabsThrown,TotalKicksLanded,TotalKicksThrown,TotalLegKicksMade,TotalLegKicksMissed,TotalLegKicksThrown,TotalOverhandsMade,TotalOverhandsMissed,TotalOverhandsThrown,TotalPunchesLanded,TotalPunchesThrown,TotalSpinBackFistsMade,TotalStraightsMade,TotalStraightsMissed,TotalStraightsThrown,TotalStrikesLanded,TotalUppercutsMade,TotalUppercutsMissed,TotalUppercutsThrown,UppercutsAbsorbed
76,0.398148148,0.166666667,0.064814815,0.037037037,0.027777778,0.018518519,0.018518519,0,0.018518519,0.324074074,0.203703704,0.018518519,0,0.046296296,0.314814815,0.287037037,0.305555556,0.101851852,0.018518519,0.138888889,0.157407407,0.472222222,0.027777778,0.046296296,0.092592593,0.425925926,0.018518519,0.037037037,0.62962963,0.25,0.064814815,0.12962963,0.046296296,0.037037037,0.027777778,0,0.009259259,0.027777778,0,0,0.731481481,0.027777778,0.018518519,0.027777778,0.12962963,0.037037037,0,0.101851852,0.12037037,0.175925926,0.009259259,0.009259259,0.027777778,0.333333333,0.037037037,0.027777778,0.342592593,0.175925926,0.018518519,0.037037037,0.046296296,0.148148148,0.009259259,0.037037037,0,0,0,0,0.027777778,0.101851852,0.083333333,0.018518519,0.259259259,0,0.009259259,0.009259259,0.009259259,0.009259259,0.435185185,0.138888889,0.574074074,0.203703704,0.092592593,0.296296296,0,0.009259259,0.009259259,0.342592593,0.203703704,0.546296296,0.018518519,0.240740741,0.259259259,0.314814815,0.703703704,1.018518519,0.175925926,0.824074074,1,1.425925926,2.231481481,0.972222222,0.425925926,1.398148148,0.083333333,0.166666667,0.25,0.916666667,2.981481481,0,0.12962963,0.222222222,0.351851852,2.898148148,0.009259259,0.027777778,0.037037037,0.037037037
70,0.1875,0.1875,0.0625,0,0,0,0.125,0.125,0,0,0.1875,0,0,0,0.5,0.5625,0,0.125,0.0625,0,0,0.375,0.0625,0,0,0,0,0,0.3125,0.125,0,0,0.0625,0.25,0.0625,0.0625,0,0,0,0,0.125,0,0.0625,0,0,0.0625,0,0.0625,0.1875,1,0,0,0,0.3125,0,0,0.125,0,0,0.0625,0,0,0,0,0,0.125,0,0,0.0625,0,0,0,0.25,0,0,0.1875,0,0,0,0.1875,0.1875,0.1875,0.0625,0.25,0,0,0,0,0.1875,0.1875,0.0625,0.0625,0.125,0.25,1.375,1.625,0,0.3125,0.3125,0.5,0.875,0.4375,0.125,0.5625,0,0.0625,0.0625,0.5625,3,0,0.125,0.3125,0.4375,1.5,0,0.125,0.125,0.4375
89,0.12,0.08,0,0.04,0,0,0.08,0.08,0,0.36,0.08,0.92,0,0.12,0.4,0.84,0.04,0,0,0,0.56,0.68,0.04,0,0.44,1.48,0.16,0.04,0.84,0.24,0.2,0.32,0,0,0,0,0,0.08,0,0,0.2,0.04,0.08,0.04,0.12,0.04,0,0.24,0.16,0.2,0,0,0,0.12,0,0,0.08,0,0.32,0.24,0.52,0.44,0.16,0,0.08,0.12,0.08,0,0,0.32,0.28,0.04,0.8,0,0,0.04,0,0.04,0.16,0.04,0.2,0.12,0,0.12,0.4,0.04,0.44,1.28,0.08,1.36,0,0.24,0.24,0.76,0.88,1.64,0.6,1.64,2.24,1.08,1.6,0.92,0.24,1.16,0.52,0.56,1.08,4.12,7.92,0.04,0.68,0.44,1.12,5.88,0.16,0.2,0.36,0.52
84.5,0.063829787,0.053191489,0.031914894,0.14893617,0.031914894,0.021276596,0.031914894,0.010638298,0.021276596,0.382978723,0.138297872,0.010638298,0,0,0.382978723,0.393617021,0.085106383,0.074468085,0.031914894,0.074468085,0.276595745,0.308510638,0,0,0.042553191,0.117021277,0,0,0.287234043,0.010638298,0.010638298,0.010638298,0.138297872,0.14893617,0,0,0.031914894,0.021276596,0,0,0.255319149,0.010638298,0.010638298,0.053191489,0.031914894,0,0,0,0.14893617,0.585106383,0,0,0.35106383,0.978723404,0.031914894,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0.042553191,0.021276596,0.021276596,0,0.170212766,0,0,0.010638298,0,0.010638298,0.117021277,0.074468085,0.191489362,0.20212766,0.063829787,0.265957447,0.212765957,0.138297872,0.35106383,0.393617021,0.138297872,0.531914894,0.031914894,0.074468085,0.106382979,0.425531915,0.893617021,1.319148936,0.425531915,1.095744681,1.521276596,0.436170213,0.595744681,0.287234043,0.010638298,0.29787234,0.010638298,0.010638298,0.021276596,1.234042553,3.489361702,0,0.138297872,0.170212766,0.308510638,2.489361702,0.031914894,0.021276596,0.053191489,0.031914894
83.5,0.121428571,0.314285714,0.35,0.05,0.035714286,0.007142857,0.142857143,0.085714286,0.057142857,1.45,1.007142857,0.135714286,0.085714286,0.042857143,0.564285714,0.814285714,0.15,0.071428571,0.014285714,0.214285714,0.292857143,1.042857143,0.014285714,0.035714286,0.964285714,3.778571429,0.007142857,0.028571429,0.071428571,0.021428571,0.007142857,0.057142857,0.107142857,0.092857143,0.007142857,0.007142857,0.014285714,0.078571429,0.028571429,0.007142857,0.521428571,0,0.042857143,0.021428571,0.05,0.035714286,0.014285714,0.1,0.321428571,0.914285714,0.157142857,0.035714286,0.021428571,0.2,0,0,0.1,0.042857143,0.064285714,0.25,0.292857143,0.671428571,0.007142857,0.035714286,0.085714286,0.128571429,0.014285714,0.014285714,0.2,0.178571429,0.114285714,0.064285714,0.514285714,0.042857143,0.007142857,0.021428571,0,0.035714286,0.2,0.107142857,0.307142857,0.364285714,0.385714286,0.75,0.05,0.028571429,0.078571429,1.585714286,1.092857143,2.678571429,0.028571429,0.314285714,0.342857143,0.785714286,2.028571429,2.814285714,0.992857143,4.007142857,5,0.4,0.885714286,0.171428571,0.064285714,0.235714286,0.071428571,0.307142857,0.378571429,2.771428571,10.37857143,0,0.414285714,0.807142857,1.221428571,5.171428571,0.142857143,0.228571429,0.371428571,0.05
85,0.269230769,0,0,0,0,0,0,0,0,2.692307692,0.115384615,0.153846154,0,0.038461538,1.307692308,2.423076923,0.423076923,0.076923077,0,0.230769231,0.346153846,1.384615385,0,0.076923077,0.5,0.807692308,0.076923077,0,0.269230769,0.115384615,0,0,0.538461538,0.115384615,0,0.038461538,0.538461538,0.230769231,0.076923077,0.076923077,0.5,0.038461538,0.076923077,0.538461538,1.346153846,0.653846154,0.384615385,0.076923077,0.153846154,0.307692308,0,0,0.230769231,0.615384615,0.076923077,0,1.269230769,0.423076923,0.115384615,0.076923077,0.192307692,0.307692308,0.076923077,0,0,0,0.153846154,0,0,0.038461538,0,0.038461538,1.192307692,0.384615385,0.038461538,0,0,0,1.769230769,0.730769231,2.5,0,0,0,0.961538462,0.307692308,1.269230769,2.846153846,0.115384615,2.961538462,0.384615385,0.307692308,0.692307692,0.5,1.769230769,2.269230769,0.884615385,1.423076923,2.307692308,3.692307692,5.269230769,1.538461538,0.538461538,2.076923077,0.153846154,0.076923077,0.230769231,4.076923077,7.923076923,0,0.807692308,0.461538462,1.269230769,7.884615385,0.769230769,0.307692308,1.076923077,0.346153846
91,0.032258065,0.290322581,0,0,0,0,0,0,0,0.580645161,0,0,0,0,0,0.064516129,0,0,0.032258065,0.032258065,0.290322581,0.161290323,0.032258065,0,0.225806452,0.516129032,0.096774194,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.35483871,0.032258065,0,0.064516129,0.032258065,0,0,0,0.064516129,0.096774194,0,0,0.032258065,0,0,0,0.225806452,0.032258065,0.129032258,0.161290323,0.032258065,0.096774194,0.064516129,0,0.129032258,0,0,0,0.032258065,0,0,0,0.032258065,0,0,0.032258065,0,0,0.032258065,0,0.032258065,0.290322581,0,0.290322581,0,0,0,0.580645161,0,0.580645161,0.032258065,0.032258065,0.064516129,0.387096774,0.258064516,0.64516129,0.35483871,0.516129032,0.870967742,0.290322581,0.35483871,0.225806452,0.032258065,0.258064516,0.129032258,0.193548387,0.322580645,1.387096774,2.483870968,0,0.096774194,0.096774194,0.193548387,2.258064516,0.129032258,0,0.129032258,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.6,0.6,0,0.066666667,0,0,0.266666667,0.6,0.066666667,0,0.6,1.333333333,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.066666667,0.066666667,0,0,0.133333333,0.066666667,0.333333333,0,0,0,0,0,0,1.066666667,0.266666667,0,0,0.466666667,0.866666667,0,0,0,0.066666667,0,0,0.133333333,0,0,0,0,0,0.066666667,0,0,0.066666667,0.066666667,0.066666667,0.133333333,0,0,0,0,0,0,0,0,0,0,0.133333333,0.133333333,0.4,0.933333333,1.333333333,0.6,1.466666667,2.066666667,1.133333333,1.6,1.066666667,0.266666667,1.333333333,0,0,0,1.466666667,4.733333333,0,0.466666667,0.866666667,1.333333333,3.133333333,0,0.066666667,0.066666667,0
71,0.266666667,0.133333333,0.066666667,0.333333333,0,0.133333333,0,0,0,0,0,0,0,0.133333333,0.933333333,1.4,0,0.133333333,0,0.2,0.333333333,1.533333333,0,0,1.733333333,3.666666667,0.066666667,0.133333333,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0.533333333,0.066666667,0.133333333,0,0.066666667,0.066666667,0,0.133333333,0.466666667,0.866666667,0.066666667,0.066666667,0,0,0,0,0.2,0,0.066666667,0.333333333,0.466666667,1.133333333,0.066666667,0,0.066666667,0.066666667,0,0,0.133333333,0,0,0,0.2,0,0.066666667,0,0.066666667,0,0.066666667,0.2,0.266666667,0.466666667,0.066666667,0.533333333,0,0,0,0,0,0,0,0.333333333,0.333333333,0.866666667,2.466666667,3.333333333,1.8,3.8,5.6,0.333333333,0.933333333,0.266666667,0.066666667,0.333333333,0.066666667,0.333333333,0.4,3.8,11.26666667,0,0.533333333,1.133333333,1.666666667,4.6,0.066666667,0.066666667,0.133333333,0.266666667
71,0.266666667,0.066666667,0,0,0,0.133333333,0,0,0,0,0,0,0,0,1.2,2.533333333,0.2,0.066666667,0,0,0.133333333,1.866666667,0.133333333,0.133333333,1.066666667,4.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0.066666667,0.2,0,0,0.066666667,0.066666667,0.133333333,1.8,0,0.2,0,0.066666667,0,0,1.266666667,0.6,0,0.133333333,0.2,0.533333333,0,0,0,0.466666667,0.066666667,0.066666667,0.266666667,0.066666667,0.066666667,0,1.2,0,0.066666667,0,0,0.066666667,0.2,0.066666667,0.266666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0.066666667,0.066666667,0.133333333,0.4,4,4.4,1.133333333,4.2,5.333333333,1.533333333,2.266666667,1.266666667,0.6,1.866666667,0,0.133333333,0.133333333,2,10.86666667,0,0.2,0.533333333,0.733333333,3.533333333,0.2,0.533333333,0.733333333,0.133333333
67,0.058823529,0,0,0,0,0,0.117647059,0.058823529,0.058823529,0,0,0,0,0.058823529,0.647058824,0.764705882,0,0,0,0,0.117647059,0.235294118,0,0,0,0.058823529,0,0,0,0,0.058823529,0.235294118,0.588235294,0.823529412,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0,0,0.117647059,0.058823529,0,0,0.176470588,3.882352941,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,1.411764706,1.352941176,0.058823529,0.588235294,0.058823529,0,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0.294117647,0.529411765,0.176470588,3.941176471,4.117647059,0,0,0,0,0,0.058823529,0.235294118,0.294117647,1.058823529,6.352941176,0,0.588235294,0.882352941,1.470588235,1.058823529,0,0,0,0.117647059
82,0.066666667,0.466666667,0.333333333,0.066666667,0.133333333,0,0,0,0,0.6,0.266666667,0.266666667,0.2,0,0.066666667,0,0,0,0,0.2,0.066666667,0.133333333,0,0,0,0.133333333,0,0,0,0,0,0,0.266666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.2,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.133333333,0,0.2,0,0.066666667,0.066666667,0.133333333,0.533333333,0.466666667,1,0,0,0,0.866666667,0.466666667,1.333333333,0.066666667,0.266666667,0.333333333,0.266666667,0.4,0.666666667,0,0.2,0.2,0.133333333,0.466666667,0,0,0,0,0,0,1.066666667,2.4,0,0.266666667,0.4,0.666666667,2.266666667,0,0,0,0
81,0.36,0,0.08,0.08,0.04,0.08,0,0,0,0.4,0.28,0,0.04,0,0.16,0.84,0.12,0.12,0,0.12,0.4,0.84,0.04,0,0.6,1.76,0,0,0.16,0.12,0,0,0.2,0.44,0,0,0,0,0,0.04,0.04,0,0.04,0.04,0,0,0,0,0.04,0.6,0.08,0,0.16,1.2,0,0,0.52,0.16,0,0,0.08,0.48,0,0,0,0.04,0.04,0,0.04,0,0,0,0.56,0.04,0.08,0,0.12,0,0.12,0.12,0.24,0.08,0.12,0.2,0.04,0,0.04,0.4,0.32,0.72,0,0.12,0.12,0.56,1.44,2,0.76,2.96,3.72,0.8,1.32,0.68,0.28,0.96,0,0,0,1.72,7.04,0,0.28,0.92,1.2,3.2,0.04,0.08,0.12,0
93,0.068965517,0.24137931,0,0.034482759,0,0,0.137931034,0.034482759,0.103448276,9.137931034,1.827586207,0.172413793,0.034482759,0,0.724137931,0.517241379,0,0.034482759,0,0,0.103448276,0.379310345,0,0,0.413793103,1.137931034,0,0,0,0,0,0,0.068965517,0.034482759,0,0,0,0,0,0,0.172413793,0.068965517,0,0.034482759,0.206896552,0.206896552,0,0,0.275862069,0.724137931,0.103448276,0,0.310344828,0.586206897,0,0,0.310344828,0,0.103448276,0.310344828,0.310344828,0.655172414,0,0,0.172413793,0.24137931,0.034482759,0.103448276,0.172413793,0.103448276,0.068965517,0.034482759,0.24137931,0.24137931,0,0.034482759,0,0.034482759,0.206896552,0.24137931,0.448275862,0.275862069,0,0.275862069,0,0,0,9.310344828,1.862068966,11.17241379,0,0,0,0.482758621,1.103448276,1.586206897,0.724137931,1.724137931,2.448275862,0.517241379,0.75862069,0.310344828,0,0.310344828,0.103448276,0.310344828,0.413793103,2.172413793,6.344827586,0,0.379310345,0.689655172,1.068965517,12.20689655,0.206896552,0.344827586,0.551724138,0.137931034
87,0.142857143,0.373626374,0.065934066,0.21978022,0.032967033,0,0.076923077,0.054945055,0.021978022,1.142857143,0.285714286,0.142857143,0.010989011,0,0.32967033,0.824175824,0.142857143,0.032967033,0,0.054945055,0.285714286,0.714285714,0.010989011,0.021978022,0.43956044,1.197802198,0.054945055,0.098901099,0.120879121,0.032967033,0,0,0,0,0,0,0,0,0,0,0.637362637,0.043956044,0.021978022,0.065934066,0.153846154,0.032967033,0.010989011,0.131868132,0.296703297,0.527472527,0.010989011,0.032967033,0,0.010989011,0,0,0.571428571,0.252747253,0.010989011,0.153846154,0.230769231,0.417582418,0.010989011,0.021978022,0.076923077,0.087912088,0,0,0.054945055,0.131868132,0.120879121,0.010989011,0.351648352,0.054945055,0.010989011,0.032967033,0.010989011,0.010989011,0.296703297,0.065934066,0.362637363,0.593406593,0.098901099,0.692307692,0.021978022,0.021978022,0.043956044,1.285714286,0.296703297,1.582417582,0.010989011,0.186813187,0.197802198,0.604395604,1.296703297,1.901098901,0.494505495,1.307692308,1.802197802,1,1.538461538,0.692307692,0.285714286,0.978021978,0.010989011,0.153846154,0.164835165,2.021978022,5.406593407,0,0.241758242,0.43956044,0.681318681,4.813186813,0.076923077,0.087912088,0.164835165,0.076923077
95,0.302158273,0.237410072,0.136690647,0.956834532,0.09352518,0.021582734,0.035971223,0.007194245,0.028776978,0.654676259,0.251798561,0.633093525,0.064748201,0.014388489,0.604316547,0.54676259,0.035971223,0,0,0.021582734,0.244604317,0.496402878,0.028776978,0,0.769784173,1.899280576,0.064748201,0.043165468,0.035971223,0.021582734,0.007194245,0.014388489,0.021582734,0.035971223,0.007194245,0.007194245,0.007194245,0.021582734,0.007194245,0,0.388489209,0.050359712,0.043165468,0.057553957,0.201438849,0.179856115,0.014388489,0.057553957,0.237410072,0.395683453,0.165467626,0.028776978,0.18705036,0.26618705,0.007194245,0,0.165467626,0.071942446,0.007194245,0.086330935,0.309352518,0.553956835,0.028776978,0.035971223,0.071942446,0.057553957,0.064748201,0.028776978,0.071942446,0.115107914,0.09352518,0.021582734,0.467625899,0.007194245,0,0,0,0.028776978,0.237410072,0.179856115,0.417266187,1.194244604,0.230215827,1.424460432,0.050359712,0.014388489,0.064748201,1.287769784,0.316546763,1.604316547,0.014388489,0.079136691,0.09352518,0.676258993,0.920863309,1.597122302,1.028776978,2.208633094,3.237410072,0.45323741,0.805755396,0.201438849,0.09352518,0.294964029,0.014388489,0.100719424,0.115107914,3.431654676,7.633093525,0,0.366906475,0.633093525,1,5.769784173,0.151079137,0.107913669,0.258992806,0.100719424
63,0.338028169,0.042253521,0.028169014,0.507042254,0.211267606,0.028169014,0.014084507,0.014084507,0,0.14084507,0.098591549,0.056338028,0.014084507,0.014084507,0.422535211,0.338028169,0,0,0,0.014084507,0,0.211267606,0,0,0.056338028,1.408450704,0.014084507,0.070422535,0,0.014084507,0,0,0,0,0,0,0,0.014084507,0,0,0.323943662,0,0,0.014084507,0.028169014,0.014084507,0,0.014084507,0.098591549,0.267605634,0,0.042253521,0,0,0,0,0.14084507,0,0,0.098591549,0.126760563,0.154929577,0.014084507,0.014084507,0.084507042,0.070422535,0,0.014084507,0.126760563,0.042253521,0.028169014,0.014084507,0.070422535,0.056338028,0.028169014,0.028169014,0.056338028,0.014084507,0.028169014,0.014084507,0.042253521,0.549295775,0.23943662,0.788732394,0,0,0,0.197183099,0.112676056,0.309859155,0,0.028169014,0.028169014,0.098591549,0.521126761,0.61971831,0.070422535,1.478873239,1.549295775,0.169014085,0.225352113,0.14084507,0.014084507,0.154929577,0,0.098591549,0.098591549,0.943661972,3.549295775,0,0.14084507,0.169014085,0.309859155,1.957746479,0.084507042,0.098591549,0.183098592,0.070422535
85,0.533333333,0.2,0.066666667,0.533333333,0,0,0,0,0,0.2,0,0,0,0.066666667,0.266666667,1.666666667,0,0,0,0,0.8,0.733333333,0.066666667,0,0.4,0.4,0.133333333,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0.466666667,0.2,0.2,0.066666667,0,0,0,0,0.866666667,0.4,0.133333333,0,0.133333333,0.066666667,0,0,1.4,0.4,0.4,0.4,0.533333333,0.133333333,0,0,0.533333333,0.133333333,0.133333333,0,0,0,0,0,0.933333333,0,0,0.066666667,0,0.066666667,0,0,0,0.733333333,0.066666667,0.8,0,0,0,0.2,0,0.2,0,0,0,1.866666667,1.133333333,3,0.666666667,0.533333333,1.2,1.466666667,1.866666667,1.466666667,0.4,1.866666667,0.4,0.466666667,0.866666667,4.933333333,7.4,0,0.6,0.133333333,0.733333333,6.666666667,0.666666667,0.133333333,0.8,0.533333333
75,0.133333333,0.133333333,0.066666667,0.2,0.033333333,0,0,0,0,0.466666667,0.066666667,0.1,0,0,0.133333333,0.066666667,0,0.033333333,0,0,0.1,0.1,0.033333333,0,0.166666667,0.2,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.4,0,0,0,0.066666667,0.066666667,0,0.033333333,0,0.133333333,0,0,0,0,0,0,0.2,0,0,0.033333333,0.133333333,0.033333333,0,0,0.033333333,0,0,0,0,0.133333333,0.133333333,0,0.1,0,0,0.033333333,0,0,0.066666667,0.1,0.166666667,0.333333333,0.1,0.433333333,0,0,0,0.566666667,0.066666667,0.633333333,0,0.033333333,0.033333333,0.133333333,0.233333333,0.366666667,0.166666667,0.2,0.366666667,0.266666667,0.4,0.2,0,0.2,0,0.033333333,0.033333333,0.866666667,1.466666667,0,0.2,0.033333333,0.233333333,2,0.033333333,0,0.033333333,0
81,0.16,0.4,0.16,0.04,0.04,0.04,0.08,0.08,0,0.44,0.16,0.12,0,0.08,0.52,1.32,0.04,0.08,0,0,0.24,0.6,0.04,0,0,0,0,0,0.64,0.36,0.04,0.16,0.12,0.24,0,0,0.04,0.16,0,0,0.24,0.04,0,0,0.04,0.16,0,0.04,0.28,0.4,0.12,0.04,0.64,1.76,0,0.04,0.08,0.08,0,0,0.04,0,0,0,0,0.12,0.08,0,0.08,0.08,0.08,0,0.32,0,0.08,0,0,0,0.08,0.24,0.32,0.44,0.2,0.64,0.08,0,0.08,0.56,0.16,0.72,0,0.04,0.04,0.68,1.04,1.72,0.64,1.8,2.44,0.8,1.52,0.72,0.44,1.16,0.04,0.16,0.2,2.08,5.8,0,0.16,0.24,0.4,4,0.12,0.28,0.4,0.08
72,0.16,0.68,0.24,0.12,0,0,0,0,0,0.48,0.16,0,0,0,0.84,0.2,0,0,0,0,0.16,0.2,0,0,0,0.16,0,0.04,0.08,0,0.12,0.08,0.4,0.32,0,0,0,0,0,0,0.76,0,0.04,0.04,0.08,0.2,0,0,0.56,1.24,0,0.04,0.56,1.4,0.12,0.2,0.16,0.2,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0.08,0.2,0.28,0.8,0.24,1.04,0.08,0,0.08,0.48,0.16,0.64,0,0,0,0.72,1.48,2.2,0.68,1.8,2.48,0.32,0.72,0.24,0.2,0.44,0.12,0.12,0.24,2.76,6.72,0,0.44,0.32,0.76,4.48,0,0,0,0.04
81,0.12962963,0.037037037,0,0,0,0,0.018518519,0,0.018518519,0.092592593,0.055555556,0,0,0.018518519,0.425925926,0.277777778,0.203703704,0,0.018518519,0.018518519,0.074074074,0.222222222,0,0.018518519,0.037037037,0.203703704,0.018518519,0,0.074074074,0,0.018518519,0,0.148148148,0.111111111,0.092592593,0,0,0,0,0,0.314814815,0.018518519,0.018518519,0,0.12962963,0.018518519,0.018518519,0.055555556,0.296296296,0.185185185,0,0.018518519,0.425925926,1.333333333,0.018518519,0.018518519,0.518518519,0.12962963,0,0.018518519,0.018518519,0.055555556,0,0,0.037037037,0,0,0,0,0.185185185,0.185185185,0,0.259259259,0,0,0,0,0,0.333333333,0.018518519,0.351851852,0.037037037,0,0.037037037,0.074074074,0.074074074,0.148148148,0.092592593,0.055555556,0.148148148,0.037037037,0.074074074,0.111111111,0.37037037,0.444444444,0.814814815,0.5,1.555555556,2.055555556,0.962962963,1.185185185,0.592592593,0.12962963,0.722222222,0.018518519,0.018518519,0.037037037,1.222222222,3.407407407,0,0.259259259,0.166666667,0.425925926,2.62962963,0.037037037,0,0.037037037,0.055555556
87,0.068181818,0.386363636,0.159090909,0.090909091,0,0,0,0,0,1.045454545,0.681818182,0,0,0.022727273,0.886363636,0.931818182,0.340909091,0.045454545,0.068181818,0.159090909,0.386363636,1.204545455,0.022727273,0,0.522727273,0.840909091,0,0,0.386363636,0.068181818,0,0.045454545,0.045454545,0.136363636,0,0,0,0.045454545,0,0,0.659090909,0,0.022727273,0,0.227272727,0.159090909,0.136363636,0.454545455,0.477272727,0.75,0,0.022727273,0.295454545,0.636363636,0,0,1.136363636,0.340909091,0.045454545,0.045454545,0.25,0.636363636,0,0,0.022727273,0.045454545,0,0,0.090909091,0.045454545,0.022727273,0.022727273,0.477272727,0.068181818,0.068181818,0,0,0,0.568181818,0.204545455,0.772727273,0.477272727,0.159090909,0.636363636,0.136363636,0.090909091,0.227272727,1.045454545,0.681818182,1.727272727,0.204545455,0.613636364,0.818181818,0.886363636,1.977272727,2.863636364,0.818181818,1.477272727,2.295454545,2.295454545,3.522727273,1.522727273,0.409090909,1.931818182,0.045454545,0.090909091,0.136363636,2.545454545,7.25,0,0.295454545,0.772727273,1.068181818,6.295454545,0.022727273,0.090909091,0.113636364,0.022727273
72,0.72,0,0,0,0,0,0,0,0,0.12,0.04,0,0,0.08,0.76,1,0.04,0,0,0,0.44,1.4,0.04,0,0.4,1.44,0.04,0.08,0,0,0,0,0.08,0,0,0,0,0.04,0,0,1.28,0,0,0.04,0.24,0.08,0,0.08,0.32,0.48,0.04,0,0,0.04,0,0,0.52,0.08,0,0,0.28,0.56,0.04,0,0.08,0.08,0.04,0,0.32,0,0,0,0.56,0,0.04,0.04,0,0.04,0.28,0.08,0.36,0,0,0,0,0.04,0.04,0.12,0.04,0.16,0,0.08,0.08,0.84,1.88,2.72,0.44,1.56,2,0.8,1.04,0.52,0.08,0.6,0,0,0,1.8,5.92,0,0.4,0.56,0.96,2.72,0.12,0.12,0.24,0.08
